row_id,listingId,title,price,area_sqft,bhk,bathrooms,parking,location,city,latitude,longitude,floor_number,total_floors,furnishing,facing,age_years,possession_category,possession_date,is_under_construction,project_name,posted_date,propertyType,saleTag,data_source
ROW_01349,SYN_01480,,9940000.0,1170.0,2.0,2,1,"Eastwood Township, Harlur",,,,4.0,8.0,Semi Furnished,East,1.3,Ready to Move,,False,,,,,Synthetic
ROW_01350,SYN_04131,,13040000.0,1028.0,2.0,2,1,"Hanumanthappa Layout, Kyalasanahalli",,,,0.0,3.0,Semi Furnished,West,0.2,Ready to Move,,False,,,,,Synthetic
ROW_01351,SYN_03206,,8780000.0,862.0,2.0,2,1,"Govinda Reddy Layout, Panduranga Nagar",,,,14.0,27.0,Unfurnished,North,1.6,Ready to Move,,False,,,,,Synthetic
ROW_01352,SYN_04205,,11360000.0,1804.0,3.0,2,2,"Phase 2, Whitefield",,,,0.0,4.0,Semi Furnished,Unknown,13.2,Ready to Move,,False,,,,,Synthetic
ROW_01353,REAL_20759189,3 BHK Flat,25000000.0,2349.0,3.0,3,1,"Kuvempu Layout, Visthar",Bengaluru,13.066234,77.652489,20.0,32.0,Semi Furnished,North,11.0,Ready to Move,,False,Sattva Gold Summit,2026-07-23,resale,Resale,Real
ROW_01354,SYN_04114,,11300000.0,965.0,2.0,2,1,"Dodsworth Layout, Whitefield",,,,4.0,9.0,Unfurnished,East,6.5,Ready to Move,,False,,,,,Synthetic
ROW_01355,REAL_18474274,3 BHK Flat,28000000.0,1710.0,3.0,3,2,"Seetharampalya, Hoodi",Bengaluru,12.98933,77.712601,18.0,19.0,Unfurnished,East,,Upcoming,2026-06-25,True,Embassy East Avenue,2026-06-25,resale,Resale,Real
ROW_01356,SYN_04787,,22000000.0,1437.0,3.0,3,1,"Silver Springs Layout, Munnekollal",,,,11.0,15.0,Unfurnished,West,9.9,Upcoming,2026-11-20,True,,,,,Synthetic
ROW_01357,SYN_01850,,15770000.0,917.0,2.0,2,1,"Veer Sandra, Electronic City",,,,7.0,13.0,Unfurnished,Unknown,3.0,Ready to Move,,False,,,,,Synthetic
ROW_01358,SYN_00135,,19150000.0,1187.0,2.0,2,1,"Jakkur, Bengaluru",,,,21.0,32.0,Fully Furnished,Unknown,24.0,Ready to Move,,False,,,,,Synthetic
ROW_01359,REAL_21025292,2 BHK Flat,21200000.0,1368.0,2.0,2,1,"Ambedkar Nagar, Whitefield",Bengaluru,12.983033,77.755264,14.0,14.0,Semi Furnished,North,11.0,Ready to Move,,False,Sobha Habitech,2026-09-01,resale,Resale,Real
ROW_01360,REAL_21019596,3 BHK Flat,19500000.0,1664.0,3.0,3,1,"Dommasandra, Bengaluru",Bengaluru,12.8776,77.764,14.0,31.0,Unfurnished,West,,Ready to Move,,False,Meridian Park at The Prestige City,2026-08-31,resale,Resale,Real
ROW_01361,REAL_21154086,2 BHK Flat,6100000.0,926.0,2.0,2,1,"Sompura, Bengaluru",Bengaluru,12.862955,77.767834,0.0,5.0,Semi Furnished,East,15.0,Ready to Move,,False,Sowparnika Sai Krishna,2026-09-20,resale,Resale,Real
ROW_01362,REAL_21004070,4 BHK Flat,33000000.0,1900.0,4.0,4,2,"Anchepalya, Bengaluru",Bengaluru,13.05326,77.487991,12.0,30.0,Semi Furnished,East,3.0,Ready to Move,,False,Prestige Jindal City,2026-08-27,resale,Resale,Real
ROW_01363,SYN_03805,,10910000.0,786.0,2.0,2,1,"Ardendale, Kannamangala - Whitefield Hoskote Road",,,,26.0,31.0,Semi Furnished,Unknown,1.0,Ready to Move,,False,,,,,Synthetic
ROW_01364,SYN_03491,,20340000.0,1423.0,2.0,2,0,"Sri Krishnadevaraya Layout, Agrahara Layout",,,,33.0,33.0,Unfurnished,East,5.0,Ready to Move,,False,,,,,Synthetic
ROW_01365,SYN_02703,,30030000.0,2340.0,3.5,4,2,"Kuvempu Layout, Visthar",,,,1.0,18.0,Unfurnished,North,10.1,Ready to Move,,False,,,,,Synthetic
ROW_01366,REAL_20535396,3 BHK Flat,20800000.0,1917.0,3.0,3,1,"Navarathna Agrahara, Bengaluru",Bengaluru,13.198879,77.64019,14.0,22.0,Semi Furnished,East,9.0,Ready to Move,,False,Bhartiya Nikoo Homes,2026-06-23,resale,Resale,Real
ROW_01367,SYN_04769,,6570000.0,1045.0,2.0,2,1,"Kambipura, Bengaluru",,,,0.0,4.0,Fully Furnished,South,7.0,Upcoming,2028-08-04,True,,,,,Synthetic
ROW_01368,SYN_01840,,21400000.0,1667.0,3.0,3,1,"Dommasandra, Bengaluru",,,,4.0,5.0,Semi Furnished,Unknown,1.0,Ready to Move,,False,,,,,Synthetic
ROW_01369,REAL_21106859,2 BHK Flat,6400000.0,883.0,2.0,2,2,"Kambipura, Bengaluru",Bengaluru,12.887001,77.46888,12.0,12.0,Semi Furnished,East,7.0,Ready to Move,,False,Provident Sunworth City,2026-09-12,resale,Resale,Real
ROW_01370,REAL_20797179,2 BHK Flat,8200000.0,1129.0,2.0,2,1,"Sri Balaji Layout, K R Puram",Bengaluru,13.007032,77.726456,6.0,14.0,Unfurnished,East,1.0,Ready to Move,,False,DS Sky Shubham,2026-07-28,resale,Resale,Real
ROW_01371,SYN_00398,,12880000.0,1378.0,2.0,2,2,"Hunasamaranahalli, Bengaluru",,,,5.0,11.0,Semi Furnished,Unknown,7.3,Ready to Move,,False,,,,,Synthetic
ROW_01372,SYN_00992,,25950000.0,1618.0,3.0,3,2,"Bellandur Village, Bellandur",,,,9.0,17.0,Semi Furnished,Unknown,9.8,Ready to Move,,True,,,,,Synthetic
ROW_01373,REAL_20200123,2.5 BHK Flat,22000000.0,1431.0,2.5,2,1,"Gunjur Village, Bengaluru",Bengaluru,12.924086,77.733711,10.0,22.0,Unfurnished,North,1.0,Ready to Move,,False,Rohan Ekanta,2026-07-31,resale,Resale,Real
ROW_01374,REAL_20880824,3 BHK Flat,9000000.0,1429.0,3.0,2,1,"Kadugodi, Bengaluru",Bengaluru,12.997582,77.760208,0.0,3.0,Semi Furnished,West,16.0,Ready to Move,,False,SRS Prashanthi Fields,2026-08-09,resale,Resale,Real
ROW_01375,SYN_03307,,14950000.0,1434.0,3.0,2,1,"Shivanahalli 2nd Stage, Nehru Nagar",,,,6.0,29.0,Semi Furnished,Unknown,4.5,Ready to Move,,False,,,,,Synthetic
ROW_01376,REAL_19848472,3 BHK Flat,13500000.0,1382.0,3.0,3,1,"Gummanahalli, Bengaluru",Bengaluru,13.144195,77.68438,3.0,18.0,Unfurnished,South,1.0,Ready to Move,,False,Brigade Emerald And Luminaire Block At Brigade El Dorado,2026-08-25,resale,Resale,Real
ROW_01377,REAL_20910024,2 BHK Flat,7000000.0,1200.0,2.0,2,1,"Ashirvad Colony, Horamavu",Bengaluru,13.0256017012832,77.6614935091732,1.0,4.0,Semi Furnished,East,13.0,Ready to Move,,False,VM Serenity by VM Constructions,2026-08-13,resale,Resale,Real
ROW_01378,SYN_01742,,16140000.0,1750.0,3.0,3,4,"SNN Raj Serenity, Akshayanagar",,,,3.0,5.0,Unfurnished,East,25.4,Upcoming,2026-10-24,True,,,,,Synthetic
ROW_01379,REAL_20786396,3 BHK Flat,29000000.0,1388.0,3.0,2,2,"Mallasandra, Bengaluru",Bengaluru,12.857205,77.541438,5.0,20.0,Unfurnished,Unknown,,Upcoming,2027-12-01,True,,2026-07-27,resale,Resale,Real
ROW_01380,SYN_00952,,20060000.0,1744.0,3.0,2,1,"5th Block, Koramangala",,,,5.0,5.0,Semi Furnished,East,6.3,Ready to Move,,False,,,,,Synthetic
ROW_01381,SYN_00739,,61520000.0,3563.0,4.0,4,3,"Arge Urban Bloom, Yeswanthpur",,,,1.0,17.0,Unfurnished,Unknown,11.3,Upcoming,2028-04-09,True,,,,,Synthetic
ROW_01382,SYN_02923,,20540000.0,1689.0,3.0,2,1,"Adityanagar, Vidyaranyapura",,,,6.0,7.0,Unfurnished,East,1.3,Ready to Move,,False,,,,,Synthetic
ROW_01383,REAL_20618465,3 BHK Flat,39600000.0,2200.0,3.0,3,1,"NN Farm Layout, Sanjaynagar",Bengaluru,13.034216,77.580826,1.0,3.0,Semi Furnished,East,15.0,Ready to Move,,False,,2026-09-03,resale,Resale,Real
ROW_01384,REAL_19163520,2 BHK Flat,14000000.0,1240.0,2.0,2,1,"Devasthanagalu, Varthur",Bengaluru,12.932368,77.741669,19.0,23.0,Semi Furnished,East,8.0,Ready to Move,,False,Candeur Landmark,2026-08-25,resale,Resale,Real
ROW_01385,SYN_02486,,14430000.0,1053.0,2.0,2,1,"Chikkagubbi Village, Bengaluru",,,,13.0,38.0,Semi Furnished,East,13.7,Ready to Move,,False,,,,,Synthetic
ROW_01386,SYN_01008,,10250000.0,1154.0,2.0,2,1,"Shikaripalya, Electronic City",,,,11.0,18.0,Unfurnished,Unknown,5.0,Ready to Move,,False,,,,,Synthetic
ROW_01387,REAL_20103206,2 BHK Flat,7900000.0,1055.0,2.0,2,1,"Madagondanahalli, Electronic City",Bengaluru,12.828118,77.655312,6.0,10.0,Semi Furnished,East,9.0,Ready to Move,,False,Mahendra Elena 5,2026-09-08,resale,Resale,Real
ROW_01388,SYN_03074,,12900000.0,1279.0,2.0,2,1,"Kattanallur, Sannatammanahalli",,,,5.0,13.0,Semi Furnished,North,1.1,Ready to Move,,False,,,,,Synthetic
ROW_01389,REAL_21144959,2 BHK Flat,10600000.0,1055.0,2.0,2,1,"Kacharakanahalli,Bisnahalli, Bengaluru",Bengaluru,12.9887407352116,77.8175732232429,12.0,13.0,Unfurnished,East,,Ready to Move,,False,Eeshanya Aaroha by EESHANYA INFRA LLP,2026-09-19,resale,Resale,Real
ROW_01390,REAL_16708017,2 BHK Flat,5500000.0,1090.0,2.0,2,2,"Bandepalya, Muneshwara Nagar",Bengaluru,12.898339,77.638336,1.0,4.0,Semi Furnished,West,9.0,Ready to Move,,False,Jai Bhuvan HSR Trinity,2026-08-12,resale,Resale,Real
ROW_01391,REAL_17283357,3 BHK Flat,29900000.000000004,1930.0,3.0,3,2,"Ambedkar Colony, Yelahanka",Bengaluru,13.096488,77.592903,6.0,14.0,Unfurnished,East,,Upcoming,2026-08-27,True,Brigade Eternia,2026-08-27,resale,Resale,Real
ROW_01392,SYN_04438,,20350000.0,1572.0,3.0,3,1,"Dommasandra, Bengaluru",,,,19.0,25.0,Semi Furnished,East,1.0,Ready to Move,,True,,,,,Synthetic
ROW_01393,REAL_21100105,2 BHK Flat,11500000.0,1116.0,2.0,2,1,"Rajiv Gandhi Nagar, HSR Layout",Bengaluru,12.9085023683287,77.6311828911894,1.0,3.0,Fully Furnished,North,11.0,Ready to Move,,False,Live ADL Sunshine by Live Spacess,2026-09-11,resale,Resale,Real
ROW_01394,SYN_01834,,16550000.0,1430.0,3.0,3,1,"Rachenahalli, Thanisandra",,,,18.0,34.0,Semi Furnished,West,2.4,Upcoming,2027-09-22,True,,,,,Synthetic
ROW_01395,REAL_21132544,3 BHK Flat,21300000.0,1649.0,3.0,3,1,"Kuvempu Layout, Visthar",Bengaluru,13.071801,77.651733,11.0,13.0,Semi Furnished,East,3.0,Ready to Move,,False,Pride Pegasus,2026-09-17,resale,Resale,Real
ROW_01396,SYN_03751,,58250000.0,3827.0,4.0,4,1,"Phase 2, Whitefield",,,,1.0,17.0,Unfurnished,North,10.8,Ready to Move,,True,,,,,Synthetic
ROW_01397,REAL_21112938,2.5 BHK Flat,17500000.0,1300.0,2.5,2,2,"Kannuru, Bengaluru",Bengaluru,13.085577,77.644547,12.0,22.0,Unfurnished,Unknown,,Upcoming,2029-08-01,True,Nikoo Homes V,2026-09-13,resale,Resale,Real
ROW_01398,REAL_17745316,2 BHK Flat,12500000.0,890.0,2.0,2,2,"Manayata Tech Park, Thanisandra",Bengaluru,13.051197,77.622772,6.0,23.0,Semi Furnished,East,1.0,Ready to Move,,False,Sobha Dream Gardens,2026-07-25,resale,Resale,Real
ROW_01399,REAL_20364048,1.5 BHK Flat,6498999.999999999,690.0,1.5,1,1,"Gummanahalli, Bengaluru",Bengaluru,13.145111,77.67878,7.0,20.0,Unfurnished,East,1.0,Ready to Move,,False,Brigade Jasper And Iridium At Brigade El Dorado,2026-06-01,resale,Resale,Real
ROW_01400,SYN_01325,,7020000.0,1115.0,2.0,2,1,"Raghuvanahalli, Bangalore City Municipal Corporation Layout",,,,16.0,19.0,Semi Furnished,Unknown,1.0,Ready to Move,,False,,,,,Synthetic
ROW_01401,SYN_04214,,31210000.0,2228.0,3.0,2,1,"Sri Balaji Krupa Layout, R.K. Hegde Nagar",,,,4.0,19.0,Semi Furnished,North,3.0,Ready to Move,,False,,,,,Synthetic
ROW_01402,SYN_02021,,40540000.0,2211.0,3.0,3,1,"Varthur, Bengaluru",,,,4.0,4.0,Semi Furnished,Unknown,5.3,Upcoming,2026-02-22,True,,,,,Synthetic
ROW_01403,REAL_21113883,2 BHK Flat,12500000.0,1059.0,2.0,2,1,"Samethanahalli, Bengaluru",Bengaluru,12.9791969717893,77.7893127058115,7.0,19.0,Unfurnished,East,,Ready to Move,,False,,2026-09-14,resale,Resale,Real
ROW_01404,REAL_20827035,3 BHK Flat,13799999.999999998,1760.0,3.0,3,2,"Mullur, Bengaluru",Bengaluru,12.902804,77.71936,2.0,4.0,Unfurnished,East,1.0,Ready to Move,,False,,2026-08-01,resale,Resale,Real
ROW_01405,REAL_20794474,3 BHK Flat,26500000.0,1380.0,3.0,3,2,"Hadosiddapura, Carmelaram",Bengaluru,12.897297,77.702621,13.0,18.0,Semi Furnished,West,3.0,Ready to Move,,False,Sobha Royal Pavilion,,resale,Resale,Real
ROW_01406,REAL_20083651,2 BHK Flat,11000000.0,1426.0,2.0,2,1,"Nehru Nagar, Bengaluru",Bengaluru,13.085598,77.6063,3.0,5.0,Semi Furnished,East,10.0,Ready to Move,,False,,2026-08-16,resale,Resale,Real
ROW_01407,REAL_20958178,1 RK Flat,4800000.0,432.0,1.0,1,0,"Boovanahalli, Bengaluru",Bengaluru,13.226449,77.687851,10.0,19.0,Semi Furnished,Unknown,1.0,Ready to Move,,False,Godrej Royale Woods,2026-08-20,resale,Resale,Real
ROW_01408,REAL_21072818,3 BHK Flat,31000000.0,1975.0,3.0,3,1,"Krishna Reddy Layout, Jeevan Bima Nagar",Bengaluru,12.9644374881299,77.6582977050863,6.0,9.0,Semi Furnished,South,22.0,Ready to Move,,False,,2026-09-08,resale,Resale,Real
ROW_01409,REAL_21007752,1 BHK Flat,10000000.0,750.0,1.0,1,1,"Rachenahalli, Thanisandra",Bengaluru,13.056232,77.623042,11.0,22.0,Semi Furnished,Unknown,5.0,Ready to Move,,False,,2026-08-28,resale,Resale,Real
ROW_01410,SYN_01273,,12850000.0,1050.0,2.0,2,1,"ITI Employees Housing Colony, Dooravani Nagar",,,,10.0,21.0,Semi Furnished,East,2.6,Ready to Move,,True,,,,,Synthetic
ROW_01411,SYN_03282,,13300000.0,912.0,2.0,2,1,"Dodsworth Layout, Whitefield",,,,2.0,4.0,Semi Furnished,Unknown,10.0,Upcoming,2028-10-14,True,,,,,Synthetic
ROW_01412,SYN_01643,,17650000.0,1418.0,3.0,3,1,"Aishwarya Crystal Layout, Begur",,,,4.0,12.0,Semi Furnished,West,3.0,Upcoming,2026-11-12,True,,,,,Synthetic
ROW_01413,SYN_01957,,19820000.0,1113.0,2.0,2,2,"Kannuru, Bengaluru",,,,13.0,15.0,Semi Furnished,East,3.1,Ready to Move,,False,,,,,Synthetic
ROW_01414,REAL_20102830,2.5 BHK Flat,19400000.0,1520.0,2.5,2,1,"Chikkagubbi Village, Bengaluru",Bengaluru,13.080288,77.654053,14.0,23.0,Unfurnished,North,,Upcoming,2026-09-11,True,DNR Parklink Phase 1,2026-09-10,resale,Resale,Real
ROW_01415,SYN_00353,,24220000.0,1540.0,3.0,3,1,"Isha Misty Green, Chansandra",,,,3.0,4.0,Unfurnished,North,0.3,Ready to Move,,False,,,,,Synthetic
ROW_01416,SYN_04685,,6000000.0,730.0,2.0,2,1,"Mohammed Sab Palya, Vidyaranyapura",,,,9.0,15.0,Unfurnished,North,3.0,Ready to Move,,False,,,,,Synthetic
ROW_01417,SYN_03345,,27670000.0,1727.0,3.0,3,1,"Anjanadri Layout, K R Puram",,,,1.0,38.0,Unfurnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_01418,REAL_21094021,3 BHK Flat,19000000.0,1843.0,3.0,3,1,"Mallasandra, Bengaluru",Bengaluru,12.85438,77.542854,16.0,18.0,Semi Furnished,North,15.0,Ready to Move,,False,Purva Highland,2026-09-10,resale,Resale,Real
ROW_01419,REAL_20856504,3 BHK Flat,13400000.0,801.0,3.0,2,1,"Seegehalli, Whitefield - Hoskote Road, K R Puram",Bengaluru,13.014791,77.761719,12.0,34.0,Unfurnished,West,,Upcoming,2027-08-01,True,SBR Minara,2026-08-05,resale,Resale,Real
ROW_01420,SYN_00947,,35570000.0,2473.0,4.0,4,2,"Sathya Sai Layout, Whitefield",,,,1.0,18.0,Unfurnished,East,2.5,Upcoming,2028-10-05,True,,,,,Synthetic
ROW_01421,REAL_20708442,2 BHK Flat,4700000.0,698.0,2.0,2,1,"Attibele, Bengaluru",Bengaluru,12.773048,77.755379,14.0,14.0,Unfurnished,East,1.0,Ready to Move,,False,Shriram 107 Southeast,2026-07-16,resale,Resale,Real
ROW_01422,SYN_02795,,22190000.0,1388.0,3.0,3,1,"Kengeri Satellite Town, Bengaluru",,,,2.0,14.0,Semi Furnished,East,2.0,Ready to Move,,True,,,,,Synthetic
ROW_01423,SYN_00214,,10020000.0,1057.0,2.0,2,1,"Chaithanya Samarth, Bommenahalli",,,,3.0,5.0,Semi Furnished,Unknown,5.5,Ready to Move,,False,,,,,Synthetic
ROW_01424,REAL_20905978,3 BHK Flat,12000000.0,1131.0,3.0,2,1,"Boodihal, Bengaluru",Bengaluru,13.23726,77.72424,4.0,14.0,Unfurnished,West,,Ready to Move,,False,Brigade Orchards Luxury Apartments by Brigade Enterprises Ltd,2026-08-12,resale,Resale,Real
ROW_01425,SYN_02084,,9870000.0,1474.0,3.0,3,1,"Sarjapur, Bengaluru",,,,4.0,18.0,Semi Furnished,East,0.8,Ready to Move,,False,,,,,Synthetic
ROW_01426,REAL_20816713,4 BHK Flat,30500000.0,2275.0,4.0,4,1,"Vishwapriya Nagar, Begur",Bengaluru,12.8791693859336,77.6326375236865,8.0,14.0,Unfurnished,East,,Ready to Move,,False,Begur Heights by Nilay Estates,2026-07-31,resale,Resale,Real
ROW_01427,REAL_21131201,2 BHK Flat,10900000.0,970.0,2.0,2,1,"Gummanahalli, Bengaluru",Bengaluru,13.142496,77.684395,4.0,21.0,Unfurnished,East,3.0,Ready to Move,,False,Prestige Finsbury Park,2026-09-17,resale,Resale,Real
ROW_01428,REAL_20892536,2.5 BHK Flat,18300000.0,1365.0,2.5,2,1,"Sai Sree Layout, Parappana Agrahara",Bengaluru,12.878853,77.671799,9.0,15.0,Unfurnished,North,1.0,Ready to Move,,False,Mahaveer Ranches Phase II,2026-08-10,resale,Resale,Real
ROW_01429,SYN_02477,,12520000.0,749.0,1.0,1,0,"Varthur, Bengaluru",,,,2.0,14.0,Unfurnished,Unknown,2.0,Ready to Move,,False,,,,,Synthetic
ROW_01430,SYN_02878,,4520000.0,924.0,2.0,2,1,"Cholanayakanahalli, Hebbal",,,,2.0,5.0,Semi Furnished,West,1.0,Upcoming,2026-04-10,True,,,,,Synthetic
ROW_01431,SYN_01751,,8900000.0,913.0,2.0,2,1,"Varthur, Bengaluru",,,,0.0,15.0,Unfurnished,North,6.5,Ready to Move,,False,,,,,Synthetic
ROW_01432,SYN_03557,,38790000.0,1760.0,3.0,2,1,"Nagashetty Halli, RMV Extension Stage 2",,,,3.0,4.0,Unfurnished,Unknown,14.9,Ready to Move,,True,,,,,Synthetic
ROW_01433,SYN_03124,,20020000.0,1201.0,2.0,2,1,"Agrahara Dasarahalli, Rajajinagar",,,,7.0,12.0,Semi Furnished,East,4.0,Ready to Move,,False,,,,,Synthetic
ROW_01434,SYN_01992,,11650000.0,992.0,2.0,2,1,"Huvinane, Bengaluru",,,,15.0,17.0,Semi Furnished,North,5.4,Ready to Move,,False,,,,,Synthetic
ROW_01435,SYN_03268,,11790000.0,948.0,2.0,2,1,"DLF Newtown, Akshayanagar",,,,7.0,34.0,Semi Furnished,East,5.8,Ready to Move,,False,,,,,Synthetic
ROW_01436,SYN_03541,,10010000.0,1029.0,2.0,2,1,"Madhura Nagar, Bengaluru",,,,21.0,31.0,Semi Furnished,Unknown,6.3,Ready to Move,,False,,,,,Synthetic
ROW_01437,REAL_20953075,4 BHK Flat,34900000.0,2480.0,4.0,4,2,"Devin Paradise Enclave, Tirumanahalli",Bengaluru,13.080685,77.640511,11.0,34.0,Unfurnished,North,1.0,Ready to Move,,False,Bhartiya Nikoo Homes 4,2026-08-19,resale,Resale,Real
ROW_01438,SYN_01327,,25470000.0,1635.0,3.0,3,1,"Belur Nagasandra, Bellandur",,,,16.0,17.0,Unfurnished,North,6.2,Ready to Move,,False,,,,,Synthetic
ROW_01439,REAL_20919929,2 BHK Flat,12000000.0,875.0,2.0,2,1,"Kumbalgodu, Bengaluru",Bengaluru,12.879421,77.43483,2.0,4.0,Unfurnished,East,,Ready to Move,,False,Brigade Horizon,2026-08-14,resale,Resale,Real
ROW_01440,REAL_19661272,3 BHK Flat,17700000.0,1644.0,3.0,3,1,"Hadosiddapura, Carmelaram",Bengaluru,12.896727,77.70813,2.0,15.0,Semi Furnished,West,10.0,Ready to Move,,False,Ahad Euphoria,2026-09-07,resale,Resale,Real
ROW_01441,SYN_02025,,12790000.0,1013.0,2.0,2,1,"Yadavanahalli, Bengaluru",,,,0.0,14.0,Semi Furnished,West,7.0,Ready to Move,,False,,,,,Synthetic
ROW_01442,SYN_01323,,18120000.0,1076.0,3.0,3,1,"Binny Pete, Jagajeevanram Nagar",,,,6.0,12.0,Unfurnished,East,1.5,Ready to Move,,False,,,,,Synthetic
ROW_01443,REAL_19989831,2 BHK Flat,12000000.0,1299.0,2.0,2,1,"Gollahalli, Electronic City",Bengaluru,12.829923,77.666214,13.0,14.0,Semi Furnished,North,9.0,Ready to Move,,False,MJR Clique Hercules,2026-07-08,resale,Resale,Real
ROW_01444,REAL_20513022,2 BHK Flat,18500000.0,1280.0,2.0,2,1,"Kariyammana Agrahara, Bellandur",Bengaluru,12.931371,77.679344,6.0,14.0,Semi Furnished,West,6.0,Ready to Move,,False,Orchid Lakeview,2026-06-20,resale,Resale,Real
ROW_01445,REAL_21085414,3 BHK Flat,19700000.0,1839.0,3.0,3,1,"Vignana Kendra, Bengaluru",Bengaluru,13.097745,77.57164,13.0,17.0,Semi Furnished,East,14.0,Ready to Move,,False,NCC Nagarjuna Aster Park,2026-09-09,resale,Resale,Real
ROW_01446,SYN_03784,,7890000.0,1032.0,2.0,2,1,"Hennur, Bengaluru",,,,1.0,17.0,Semi Furnished,West,7.1,Upcoming,2027-07-17,True,,,,,Synthetic
ROW_01447,REAL_21101358,2 BHK Flat,21000000.0,1100.0,2.0,2,1,"Sector 7, HSR Layout",Bengaluru,12.903372,77.645248,1.0,8.0,Semi Furnished,West,21.0,Ready to Move,,False,NCC Nagarjuna Green Ridge,2026-09-11,resale,Resale,Real
ROW_01448,SYN_03860,,15780000.0,1544.0,3.0,3,1,"Essel Gardens, Bengaluru",,,,12.0,34.0,Unfurnished,East,1.0,Ready to Move,,False,,,,,Synthetic
ROW_01449,SYN_02154,,30350000.0,1564.0,3.0,2,1,"Sadahalli, Chikballapur District",,,,2.0,4.0,Semi Furnished,East,1.6,Upcoming,2026-06-16,True,,,,,Synthetic
ROW_01450,SYN_03568,,5860000.0,869.0,2.0,2,1,"Rajanukunte, Bengaluru",,,,7.0,28.0,Unfurnished,North,6.6,Ready to Move,,True,,,,,Synthetic
ROW_01451,REAL_20805175,2 BHK Flat,15000000.0,1143.0,2.0,2,1,"Iblur Village, Bellandur",Bengaluru,12.924679,77.66452,8.0,10.0,Semi Furnished,East,10.0,Ready to Move,,False,Corporate Suncity Apartments,2026-07-29,resale,Resale,Real
ROW_01452,REAL_20891307,4 BHK Flat,40000000.0,2330.0,4.0,4,1,"7th Phase, JP Nagar",Bengaluru,12.893805,77.585617,0.0,12.0,Unfurnished,North,1.0,Ready to Move,,False,Mahaveer Sitara,2026-08-10,resale,Resale,Real
ROW_01453,REAL_21108992,2 BHK Flat,12100000.0,1176.0,2.0,2,1,"Gopasandra, Bengaluru",Bengaluru,12.8481899548743,77.7432906357646,8.0,15.0,Unfurnished,West,,Ready to Move,,False,,2026-09-13,resale,Resale,Real
ROW_01454,REAL_19576518,4 BHK Flat,43500000.0,2980.0,4.0,4,1,"7th Phase, JP Nagar",Bengaluru,12.890753,77.579611,10.0,14.0,Fully Furnished,West,10.0,Ready to Move,,False,,2026-08-24,resale,Resale,Real
ROW_01455,REAL_21028864,3 BHK Flat,39700000.0,2200.0,3.0,3,2,"Hulimavu, Bengaluru",Bengaluru,12.87573,77.597946,20.0,46.0,Unfurnished,East,8.0,Ready to Move,,False,Mantri Pinnacle,2026-09-01,resale,Resale,Real
ROW_01456,SYN_01672,,7540000.0,1031.0,3.0,3,1,"Sree Narayana Nagar, Kadagrahara",,,,12.0,12.0,Unfurnished,East,0.1,Ready to Move,,False,,,,,Synthetic
ROW_01457,SYN_01514,,9740000.0,1766.0,3.0,3,1,"Horamavu, Bengaluru",,,,33.0,38.0,Semi Furnished,East,2.0,Upcoming,2030-05-19,True,,,,,Synthetic
ROW_01458,REAL_20972146,3 BHK Flat,22500000.0,1870.0,3.0,3,1,"SNN Raj Serenity, Akshayanagar",Bengaluru,12.858951,77.612114,6.0,14.0,Semi Furnished,East,10.0,Ready to Move,,False,SNN Raj Serenity Phase 2,2026-08-22,resale,Resale,Real
ROW_01459,REAL_20622168,2 BHK Flat,7800000.0,1090.0,2.0,2,1,"Begur, Bengaluru",Bengaluru,12.868882,77.634549,3.0,4.0,Semi Furnished,East,,Ready to Move,,False,DS Max Senate,2026-09-03,resale,Resale,Real
ROW_01460,SYN_03607,,7810000.0,869.0,2.0,2,1,"Kambipura, Bengaluru",,,,0.0,4.0,Semi Furnished,South,1.2,Ready to Move,,False,,,,,Synthetic
ROW_01461,REAL_20795616,2 BHK Flat,10700000.0,981.0,2.0,2,1,"Belathur, K R Puram",Bengaluru,13.0117106,77.7459332,16.0,29.0,Unfurnished,East,,Ready to Move,,False,Godrej Splendour by Godrej Properties Ltd. ,2026-07-28,resale,Resale,Real
ROW_01462,REAL_20458392,4 BHK Flat,17500000.0,2100.0,4.0,4,4,"Mohammed Sab Palya, Vidyaranyapura",Bengaluru,13.083123,77.5534,3.0,4.0,Fully Furnished,North,5.0,Ready to Move,,False,,2026-08-22,resale,Resale,Real
ROW_01463,SYN_00916,,21970000.0,1808.0,3.0,3,1,"Eastwood Township, Kasavanahalli",,,,14.0,19.0,Semi Furnished,East,6.0,Ready to Move,,False,,,,,Synthetic
ROW_01464,SYN_04172,,20640000.0,1288.0,3.0,3,1,"Panduranga Nagar, Bengaluru",,,,9.0,42.0,Unfurnished,East,3.4,Ready to Move,,False,,,,,Synthetic
ROW_01465,REAL_16592781,4 BHK Flat,41000000.0,2200.0,4.0,4,3,"Adarsh Palm Retreat, Bellandur",Bengaluru,12.916202,77.689941,7.0,13.0,Semi Furnished,East,10.0,Ready to Move,,False,Adarsh Palm Retreat Daffodils,2026-09-11,resale,Resale,Real
ROW_01466,SYN_03992,,14520000.0,1005.0,2.0,2,1,"Karnasree Layout, Medahalli",,,,13.0,14.0,Unfurnished,West,2.6,Ready to Move,,False,,,,,Synthetic
