price,area_sqft,bhk,bathrooms,parking,location,floor_number,total_floors,furnishing,facing,age_years,possession_category,possession_date,is_under_construction
17400000.0,1548.0,3.0,3,1,"Channasandra Layout, Srinivaspura",11.0,12.0,Unfurnished,North,1.0,Ready to Move,,False
20500000.0,1667.0,3.0,3,1,"K R Puram, Bengaluru",1.0,11.0,Fully Furnished,Unknown,8.0,Ready to Move,,False
16500000.0,1157.0,3.0,2,1,"Kodathi, Bengaluru",12.0,14.0,Semi Furnished,East,1.0,Ready to Move,,False
12200000.0,981.0,2.0,2,1,"Dodsworth Layout, Whitefield",11.0,28.0,Unfurnished,East,,Ready to Move,,False
31500000.0,1914.0,3.0,3,1,"Lords Steps Layout, Panathur",17.0,18.0,Unfurnished,Unknown,1.0,Ready to Move,,False
8773000.0,869.0,2.0,2,1,"Atturu, Yelahanka New Town",3.0,4.0,Unfurnished,East,,Upcoming,2026-09-30,True
26000000.0,1850.0,3.0,3,1,"Kodathi, Bengaluru",6.0,13.0,Unfurnished,East,3.0,Ready to Move,,False
39200000.0,1911.0,3.0,3,1,"G Muniyappa Garden, Cox Town",2.0,17.0,Unfurnished,Unknown,,Upcoming,2026-09-18,True
25000000.0,1866.0,3.0,3,4,"Phase 1, Yeswanthpur",7.0,13.0,Semi Furnished,North,14.0,Ready to Move,,False
5700000.0,927.0,2.0,2,2,"Terracon Doctors Enclave, Chandapura",1.0,3.0,Semi Furnished,North,3.0,Ready to Move,,False
30299999.999999996,2270.0,4.0,4,1,"Buena Vista, Bommenahalli",11.0,22.0,Unfurnished,North,4.0,Ready to Move,,False
17500000.0,1645.0,3.0,3,1,"Ahad Euphoria, Carmelaram",2.0,15.0,Semi Furnished,Unknown,8.0,Ready to Move,,False
33000000.0,2250.0,3.0,3,1,"Sarjapur, Bengaluru",9.0,30.0,Unfurnished,East,,Upcoming,2026-12-03,True
23800000.0,1833.0,3.0,3,1,"Begur, Bengaluru",23.0,28.0,Unfurnished,North,1.0,Ready to Move,,False
22000000.0,1790.0,3.0,3,2,"Gundappa Layout, Gottigere",0.0,4.0,Unfurnished,East,,Upcoming,2026-09-19,True
29400000.0,2348.0,3.0,3,2,"Industrial Suburb, Yeswanthpur",10.0,21.0,Unfurnished,North,2.0,Ready to Move,,False
29500000.0,1916.0,3.5,4,1,"Nallurhalli, Whitefield",11.0,42.0,Unfurnished,East,,Ready to Move,,False
12600000.0,856.0,1.5,1,1,"Varthur, Bengaluru",9.0,25.0,Unfurnished,West,,Ready to Move,,False
9100000.0,1440.0,2.0,2,1,"Rachenahalli, Thanisandra",,,Semi Furnished,Unknown,13.0,Ready to Move,,False
8000000.0,1228.0,3.0,3,1,"Hennagara, Bommasandra",12.0,12.0,Semi Furnished,West,9.0,Ready to Move,,False
13600000.000000002,1326.0,3.0,3,1,"Dinnuru, KSRTC Colony",0.0,2.0,Semi Furnished,East,3.0,Ready to Move,,False
24300000.0,1825.0,3.0,3,1,"Begur, Bengaluru",14.0,18.0,Unfurnished,East,1.0,Ready to Move,,False
26500000.0,1641.0,3.0,3,1,"Basavanapura, K R Puram",8.0,15.0,Unfurnished,East,,Upcoming,2027-06-01,True
17200000.0,1525.0,3.0,3,1,"Seetharampalya, Hoodi",0.0,4.0,Semi Furnished,East,13.0,Ready to Move,,False
24000000.0,1700.0,3.0,3,1,"Sarjapur, Bengaluru",1.0,4.0,Semi Furnished,North,1.0,Ready to Move,,False
24000000.0,1865.0,3.0,4,1,"V. Kallahalli, Bengaluru",28.0,31.0,Unfurnished,East,,Ready to Move,,False
12800000.0,1076.0,2.0,2,1,"Industrial Layout, Kudlu Gate",3.0,9.0,Semi Furnished,Unknown,11.0,Ready to Move,,False
8500000.0,500.0,1.0,1,2,"Anchepalya, Bengaluru",18.0,30.0,Semi Furnished,East,3.0,Ready to Move,,False
14100000.0,1170.0,2.0,2,1,"Dodsworth Layout, Whitefield",4.0,5.0,Semi Furnished,North,12.0,Ready to Move,,False
8500000.0,752.0,1.0,1,2,"Manayata Tech Park, Thanisandra",6.0,23.0,Semi Furnished,East,1.0,Ready to Move,,False
12000000.0,780.0,2.0,2,1,"Anchepalya, Bengaluru",16.0,30.0,Semi Furnished,East,5.0,Ready to Move,,False
41500000.0,2232.0,4.0,4,2,"Hadosiddapura, Carmelaram",13.0,18.0,Unfurnished,Unknown,2.0,Ready to Move,,False
12500000.0,1050.0,2.0,2,1,"Nehru Nagar, Bengaluru",1.0,9.0,Unfurnished,Unknown,3.0,Ready to Move,,False
12200000.0,1189.0,2.0,2,1,"K R Puram, Bengaluru",9.0,12.0,Unfurnished,North,6.0,Ready to Move,,False
12500000.0,984.0,2.0,2,2,"Anchepalya, Bengaluru",12.0,30.0,Semi Furnished,East,5.0,Ready to Move,,False
12200000.0,1325.0,2.0,2,1,"DNA Eden View, Whitefield",3.0,5.0,Semi Furnished,West,5.0,Ready to Move,,False
6900000.0,1113.0,2.0,2,1,"Terracon Doctors Enclave, Chandapura",2.0,5.0,Semi Furnished,North,1.0,Ready to Move,,False
14100000.0,1020.0,2.0,2,1,"Devasthanagalu, Varthur",3.0,14.0,Semi Furnished,North,7.0,Ready to Move,,False
9500000.0,1484.0,3.0,3,1,"Jayasurya Nagar, Agrahara Layout",1.0,4.0,Semi Furnished,North,7.0,Ready to Move,,False
8359999.999999999,1470.0,3.0,3,1,"Pragathi Nagar, Basapura",1.0,4.0,Semi Furnished,East,17.0,Ready to Move,,False
20000000.0,1367.0,3.0,2,1,"Jayanagar Housing Society Layout, Subramanyapura",15.0,18.0,Semi Furnished,East,5.0,Ready to Move,,False
29800000.0,2014.0,4.0,4,1,"Aditya Layout, RR Nagar",5.0,28.0,Unfurnished,East,,Upcoming,2026-09-07,True
10200000.0,600.0,1.0,1,1,"Anchepalya, Bengaluru",7.0,26.0,Semi Furnished,East,3.0,Ready to Move,,False
8500000.0,840.0,2.0,2,1,"Venkateshwara Layout, Panduranga Nagar",1.0,3.0,Semi Furnished,East,22.0,Ready to Move,,False
14600000.0,1207.0,2.0,2,1,"Gunjur Palya, Bengaluru",11.0,24.0,Unfurnished,East,,Ready to Move,,False
20600000.0,1723.0,3.0,3,1,"Gunjur Palya, Bengaluru",22.0,24.0,Unfurnished,West,,Ready to Move,,False
29000000.0,2180.0,4.0,4,1,"SNN Raj Serenity, Akshayanagar",14.0,14.0,Semi Furnished,West,10.0,Ready to Move,,False
32400000.000000004,1800.0,3.0,3,1,"Anchepalya, Bengaluru",22.0,30.0,Semi Furnished,East,3.0,Ready to Move,,False
8800000.0,1431.0,3.0,2,1,"Dodsworth Layout, Whitefield",3.0,6.0,Unfurnished,North,,Ready to Move,,False
18500000.0,1430.0,3.0,3,1,"Kodathi, Bengaluru",8.0,14.0,Unfurnished,West,1.0,Ready to Move,,False
21100000.0,1874.0,3.0,3,1,"Cholanayakanahalli, Hebbal",13.0,20.0,Semi Furnished,West,14.0,Ready to Move,,False
23000000.0,2039.0,3.0,3,2,"Phase 2, Whitefield",9.0,14.0,Unfurnished,East,,Upcoming,2026-06-25,True
15000000.0,1200.0,2.0,2,1,"Balagere, Bengaluru",13.0,14.0,Unfurnished,Unknown,4.0,Ready to Move,,False
15400000.0,1157.0,3.0,2,1,"Kodathi, Bengaluru",13.0,13.0,Semi Furnished,East,1.0,Ready to Move,,False
7300000.0,1238.0,2.0,2,2,"Karnasree Layout, Medahalli",1.0,5.0,Semi Furnished,Unknown,,Ready to Move,,False
12300000.0,1380.0,3.0,2,0,"Devasthanagalu, Varthur",3.0,5.0,Unfurnished,East,,Ready to Move,,False
16000000.0,1210.0,2.0,2,1,"Kattanallur, Sannatammanahalli",9.0,15.0,Unfurnished,West,8.0,Ready to Move,,False
13200000.0,923.0,2.0,2,1,"Gunjur Palya, Bengaluru",11.0,24.0,Semi Furnished,East,,Ready to Move,,False
51500000.0,3124.0,4.0,4,2,"Jogappa Layout, Nagavara",6.0,40.0,Semi Furnished,North,5.0,Ready to Move,,False
7200000.0,1215.0,2.0,3,2,"7th Phase, JP Nagar",1.0,6.0,Semi Furnished,East,20.0,Ready to Move,,False
11000000.0,1000.0,2.0,2,1,"Bommasandra Industrial Area, Bommasandra",10.0,13.0,Semi Furnished,West,4.0,Ready to Move,,False
5400000.0,1204.0,2.0,2,0,"Thyvakanahally, Bengaluru",1.0,4.0,Semi Furnished,West,10.0,Ready to Move,,False
24000000.0,1800.0,3.0,3,1,"Central Excise Layout, Sanjaynagar",1.0,4.0,Semi Furnished,East,6.0,Ready to Move,,False
73000000.0,4041.0,4.0,4,3,"Sathya Sai Layout, Whitefield",0.0,27.0,Semi Furnished,West,9.0,Ready to Move,,False
19900000.0,1600.0,3.0,3,2,"Phase 2, Electronic City Phase 2",0.0,9.0,Unfurnished,Unknown,6.0,Ready to Move,,False
13200000.0,1200.0,2.0,2,1,"Prakruthi Nagar, Kogilu",5.0,12.0,Unfurnished,North,2.0,Ready to Move,,False
12300000.0,779.0,2.0,2,1,"Sarjapur, Bengaluru",7.0,29.0,Unfurnished,Unknown,1.0,Ready to Move,,False
15000000.0,1161.0,2.0,2,2,"Sai Sree Layout, Parappana Agrahara",9.0,14.0,Semi Furnished,East,3.0,Ready to Move,,False
17500000.0,1476.0,2.0,3,1,"Anekal, Bengaluru",9.0,14.0,Unfurnished,East,,Upcoming,2026-11-01,True
18500000.0,1415.0,2.0,2,1,"Raghuvanahalli, Subramanyapura",3.0,14.0,Unfurnished,West,1.0,Ready to Move,,False
29800000.0,1804.0,3.0,3,1,"Ramagondanahalli, Whitefield",6.0,18.0,Unfurnished,East,,Upcoming,2028-12-01,True
11399999.999999998,1165.0,2.0,2,2,"Gunjur Village, Bengaluru",7.0,14.0,Unfurnished,East,,Upcoming,2027-12-01,True
14000000.0,1070.0,2.0,2,1,"Varthur, Bengaluru",25.0,27.0,Semi Furnished,East,5.0,Ready to Move,,False
19400000.0,1196.0,2.0,2,1,"Eastwood Township, Harlur",4.0,15.0,Semi Furnished,West,8.0,Ready to Move,,False
45000000.0,3065.0,4.0,4,1,"Phase 2, Doddanagamangala",8.0,9.0,Semi Furnished,North,7.0,Ready to Move,,False
12500000.0,808.0,2.0,2,1,"AECS C Block, Begur",4.0,10.0,Semi Furnished,West,8.0,Ready to Move,,False
8700000.0,900.0,2.0,2,1,"Gattahalli, Bengaluru",5.0,6.0,Semi Furnished,West,5.0,Ready to Move,,False
11000000.0,1160.0,2.0,2,2,"East Of NGEF Layout, Kasturi Nagar",2.0,5.0,Semi Furnished,Unknown,5.0,Ready to Move,,False
31000000.0,1790.0,3.0,3,1,"Phase 2, Doddanagamangala",7.0,10.0,Semi Furnished,East,7.0,Ready to Move,,False
14800000.0,1007.0,2.0,2,1,"Balagere, Bengaluru",8.0,14.0,Semi Furnished,North,5.0,Ready to Move,,False
32000000.0,2170.0,4.0,4,2,"Nallurhalli, Whitefield",11.0,41.0,Unfurnished,East,,Upcoming,2028-06-01,True
24000000.0,1865.0,3.0,4,1,"V. Kallahalli, Bengaluru",21.0,30.0,Unfurnished,Unknown,,Ready to Move,,False
24300000.0,2580.0,3.5,3,2,"Avalahalli, Avalahalli",2.0,3.0,Unfurnished,East,,Upcoming,2026-08-27,True
6600000.0,1049.0,2.0,2,1,"Sarjapur, Bengaluru",2.0,7.0,Semi Furnished,East,3.0,Ready to Move,,False
22000000.0,1629.0,3.0,3,1,"V. Kallahalli, Bengaluru",26.0,30.0,Unfurnished,North,,Ready to Move,,False
16000000.0,1191.0,3.0,2,1,"Kodathi, Bengaluru",12.0,14.0,Unfurnished,East,1.0,Ready to Move,,False
9200000.0,1080.0,2.0,2,1,"Chikkanayakanahalli, Choodasandra, Bengaluru",3.0,4.0,Semi Furnished,East,7.0,Ready to Move,,False
25800000.0,2628.0,3.5,3,2,"Avalahalli, Avalahalli",2.0,4.0,Unfurnished,North,,Upcoming,2026-08-27,True
27000000.0,1770.0,3.0,3,1,"Chikkakannalli, Bengaluru",10.0,17.0,Unfurnished,East,,Upcoming,2030-09-01,True
5000000.0,618.0,1.0,1,0,"Doddaiah Layout, Halasuru",4.0,4.0,Semi Furnished,East,8.0,Ready to Move,,False
6500000.0,615.0,1.0,1,1,"Aishwarya Crystal Layout, Begur",5.0,18.0,Unfurnished,Unknown,1.0,Ready to Move,,False
23600000.0,2390.0,3.0,3,2,"Avalahalli, Avalahalli",2.0,4.0,Unfurnished,East,,Upcoming,2026-08-27,True
6700000.0,912.0,2.0,2,1,"Sarjapur, Bengaluru",3.0,5.0,Semi Furnished,North,5.0,Ready to Move,,False
29500000.0,2125.0,3.0,3,2,"Thomas Town, Cooke Town",2.0,4.0,Semi Furnished,West,20.0,Ready to Move,,False
23000000.0,1500.0,3.0,3,1,"Happy Valley Layout, Subramanyapura",9.0,13.0,Semi Furnished,Unknown,4.0,Ready to Move,,False
16000000.0,1456.0,3.0,2,1,"Gunjur Palya, Bengaluru",4.0,4.0,Semi Furnished,West,8.0,Ready to Move,,False
13500000.0,1148.0,2.0,2,1,"Aishwarya Crystal Layout, Begur",2.0,18.0,Unfurnished,Unknown,,Ready to Move,,False
9900000.0,1035.0,2.0,2,1,"Gummanahalli, Bengaluru",16.0,21.0,Unfurnished,East,,Upcoming,2028-09-01,True
22500000.0,1839.0,3.0,3,1,"Phase 2, Whitefield",5.0,14.0,Unfurnished,East,1.0,Ready to Move,,False
21500000.0,1339.0,2.5,2,1,"Yadavanahalli, Bengaluru",40.0,41.0,Unfurnished,West,,Upcoming,2032-12-01,True
11100000.000000002,1135.0,2.0,2,1,"Varthur, Bengaluru",21.0,31.0,Unfurnished,West,,Ready to Move,,False
30000000.0,1938.0,3.0,3,2,"Ardendale, Kannamangala - Whitefield Hoskote Road",3.0,28.0,Unfurnished,North,,Ready to Move,,False
12000000.0,959.0,2.0,2,1,"Jyotipuram, Bengaluru",7.0,14.0,Unfurnished,North,1.0,Ready to Move,,False
31000000.0,1667.0,3.0,3,1,"Vastu Bhoomi, K R Puram",6.0,17.0,Unfurnished,Unknown,1.0,Ready to Move,,False
31800000.0,1700.0,3.5,3,1,"Vastu Bhoomi, K R Puram",9.0,15.0,Unfurnished,Unknown,1.0,Ready to Move,,False
31000000.0,1687.0,3.0,3,1,"Vastu Bhoomi, K R Puram",7.0,15.0,Unfurnished,Unknown,1.0,Ready to Move,,False
25000000.0,1745.0,3.0,3,1,"Dodsworth Layout, Whitefield",5.0,12.0,Unfurnished,East,2.0,Ready to Move,,False
12700000.0,971.0,3.0,2,1,"Huvinayakanahalli, Bengaluru",5.0,23.0,Semi Furnished,North,1.0,Ready to Move,,False
30900000.0,2000.0,3.0,3,1,"Chansandra, Bengaluru",2.0,17.0,Unfurnished,North,,Upcoming,2026-08-01,True
33000000.0,1750.0,3.0,3,1,"Nallurhalli, Whitefield",11.0,17.0,Unfurnished,East,,Upcoming,2028-06-01,True
8500000.0,1195.0,2.0,2,2,"Parijatha Layout, Hoskote",3.0,4.0,Unfurnished,North,,Upcoming,2027-04-07,True
23000000.0,1270.0,2.0,2,2,"Phase 1, Whitefield",0.0,17.0,Semi Furnished,West,8.0,Ready to Move,,False
21800000.0,1520.0,2.0,2,1,"Ardendale, Kannamangala - Whitefield Hoskote Road",2.0,39.0,Unfurnished,Unknown,,Ready to Move,,False
12200000.0,1056.0,2.0,2,1,"Kannuru, Bengaluru",9.0,32.0,Semi Furnished,East,5.0,Ready to Move,,False
10000000.0,1059.0,3.0,2,1,"Koralur, Samethanahalli",5.0,9.0,Fully Furnished,West,1.0,Ready to Move,,False
9800000.0,1192.0,2.0,2,1,"Singasandra, Bengaluru",3.0,4.0,Semi Furnished,North,11.0,Ready to Move,,False
11000000.0,1069.0,2.0,2,1,"Phase 5, Chikkanayakanahalli, Choodasandra",6.0,16.0,Unfurnished,North,1.0,Ready to Move,,False
7100000.0,933.0,2.0,2,1,"Terracon Doctors Enclave, Chandapura",4.0,5.0,Semi Furnished,North,1.0,Ready to Move,,False
11100000.000000002,900.0,2.0,2,1,"Judicial Layout 2nd Phase, Talaghattapura",2.0,14.0,Semi Furnished,East,1.0,Ready to Move,,False
14000000.0,983.0,2.0,2,1,"AECS C Block, Begur",0.0,29.0,Fully Furnished,East,1.0,Ready to Move,,False
17700000.0,1519.0,3.0,3,1,"Varthur, Bengaluru",5.0,23.0,Semi Furnished,West,3.0,Ready to Move,,False
5700000.0,858.0,2.0,2,1,"Samethanahalli, Bengaluru",6.0,11.0,Semi Furnished,West,11.0,Ready to Move,,False
20000000.0,2500.0,3.0,2,1,"Celesta, Battarahalli",6.0,12.0,Unfurnished,East,6.0,Ready to Move,,False
12600000.0,983.0,2.0,2,1,"Begur, Bengaluru",1.0,14.0,Unfurnished,West,1.0,Ready to Move,,False
74000000.0,4021.0,4.0,5,3,"Sathya Sai Layout, Whitefield",0.0,14.0,Semi Furnished,West,6.0,Ready to Move,,False
14800000.0,1260.0,2.0,2,1,"Marathahalli Village, Marathahalli",7.0,13.0,Semi Furnished,North,10.0,Ready to Move,,False
8800000.0,1351.0,2.0,2,1,"Ashwath Nagar, HBR Layout",5.0,5.0,Semi Furnished,North,3.0,Ready to Move,,False
9900000.0,1575.0,3.0,3,1,"Ali Estate, Yelahanka",4.0,4.0,Unfurnished,North,1.0,Ready to Move,,False
52000000.0,2753.0,3.0,3,2,"Basavanna Nagar, Whitefield",11.0,21.0,Unfurnished,West,,Upcoming,2027-10-30,True
19000000.0,1430.0,3.0,2,1,"Kodathi, Bengaluru",19.0,19.0,Unfurnished,East,,Ready to Move,,False
7200000.0,730.0,2.0,2,1,"Chaithanya Samarth, Bommenahalli",4.0,15.0,Unfurnished,East,1.0,Ready to Move,,False
20600000.0,1696.0,3.0,3,1,"Ardendale, Kannamangala - Whitefield Hoskote Road",,,Semi Furnished,West,19.0,Ready to Move,,False
37500000.0,2500.0,4.0,4,1,"Chansandra, Bengaluru",13.0,18.0,Unfurnished,Unknown,,Upcoming,2026-08-01,True
25800000.0,1450.0,3.0,3,2,"Nallurhalli, Whitefield",10.0,16.0,Unfurnished,East,,Upcoming,2026-12-01,True
28000000.0,1290.0,3.0,3,1,"Budigere Cross, Bengaluru",7.0,11.0,Unfurnished,West,,Upcoming,2029-01-01,True
39900000.0,4680.0,4.0,4,4,"Serenity Layout, Bellandur",3.0,3.0,Semi Furnished,East,7.0,Ready to Move,,False
10600000.0,980.0,2.0,2,1,"Thirumalashettyhally, Bengaluru",2.0,24.0,Unfurnished,East,,Upcoming,2026-08-26,True
10500000.0,1082.0,3.0,3,1,"Venkatapura, Kambipura, Bengaluru",10.0,14.0,Fully Furnished,East,2.0,Ready to Move,,False
35000000.0,2027.0,3.0,3,1,"Thigala Chowdadenahalli, Bengaluru",12.0,27.0,Unfurnished,East,,Ready to Move,,False
62000000.0,2753.0,3.0,3,2,"Basavanna Nagar, Whitefield",12.0,21.0,Unfurnished,East,,Upcoming,2027-04-15,True
26000000.0,1439.0,3.0,3,1,"Phase 1, Whitefield",10.0,17.0,Unfurnished,East,,Upcoming,2027-02-28,True
7300000.0,1125.0,2.0,2,1,"Janatha Colony, Chikkanagamangala",2.0,4.0,Unfurnished,Unknown,2.0,Ready to Move,,False
62000000.0,2753.0,3.0,3,2,"Basavanna Nagar, Whitefield",14.0,27.0,Unfurnished,East,,Upcoming,2027-03-16,True
33000000.0,2341.0,3.0,4,2,"B Narayanapura, Mahadevapura",10.0,13.0,Semi Furnished,Unknown,5.0,Ready to Move,,False
8500000.0,655.0,1.0,1,1,"Balagere, Bengaluru",12.0,13.0,Semi Furnished,Unknown,5.0,Ready to Move,,False
19900000.0,1175.0,2.0,2,1,"Eastwood Township, Harlur",14.0,20.0,Semi Furnished,North,8.0,Ready to Move,,False
23000000.0,1700.0,2.0,2,2,"Budigere Cross, Bengaluru",,,Unfurnished,Unknown,,Ready to Move,,False
8000000.0,1060.0,2.0,2,1,"Halasahalli, Bengaluru",2.0,8.0,Semi Furnished,East,13.0,Ready to Move,,False
8300000.0,812.0,2.0,2,1,"Gopasandra, Bengaluru",9.0,15.0,Unfurnished,East,,Ready to Move,,False
28000000.0,1662.0,3.0,3,1,"Devarabisanahalli, Bellandur",5.0,8.0,Unfurnished,East,18.0,Ready to Move,,False
10000000.0,971.0,3.0,2,1,"Huvinayakanahalli, Bengaluru",17.0,23.0,Unfurnished,West,,Ready to Move,,False
22000000.0,1323.0,3.0,3,1,"Thigala Chowdadenahalli, Bengaluru",16.0,27.0,Unfurnished,West,,Upcoming,2028-12-01,True
14000000.0,1015.0,2.0,2,1,"Dodsworth Layout, Whitefield",4.0,28.0,Unfurnished,West,,Ready to Move,,False
13100000.0,1093.0,2.0,2,1,"P&T Layout, Thanisandra",1.0,25.0,Semi Furnished,South,8.0,Ready to Move,,False
24000000.0,1815.0,3.0,2,1,"Raghuvanahalli, Subramanyapura",8.0,14.0,Semi Furnished,North,1.0,Ready to Move,,False
6800000.0,1082.0,2.0,2,2,"5th Phase, JP Nagar",2.0,4.0,Semi Furnished,West,10.0,Ready to Move,,False
9000000.0,1060.0,2.0,2,1,"Ieglo Villa, Hoodi",1.0,4.0,Semi Furnished,East,6.0,Ready to Move,,False
13000000.0,1086.0,2.0,2,1,"Nagasandra Colony, Nagasandra, Bengaluru North",19.0,19.0,Semi Furnished,Unknown,2.0,Ready to Move,,False
22500000.0,1650.0,3.0,3,1,"D Costa Layout, Cooke Town",1.0,3.0,Semi Furnished,East,20.0,Ready to Move,,False
30000000.0,1536.0,3.0,2,1,"Ferns City, Kartik Nagar",12.0,15.0,Semi Furnished,East,9.0,Ready to Move,,False
14300000.0,1604.0,2.0,2,1,"Dodsworth Layout, Whitefield",1.0,10.0,Semi Furnished,West,9.0,Ready to Move,,False
38000000.0,1080.0,2.0,2,1,"Kaverappa Layout, Kadubeesanahalli",7.0,8.0,Semi Furnished,West,5.0,Ready to Move,,False
130000000.0,3600.0,3.0,4,2,"Vasanth Nagar, Bengaluru",7.0,24.0,Semi Furnished,South,5.0,Ready to Move,,False
22000000.0,1628.0,3.0,3,1,"Dommasandra, Bengaluru",26.0,31.0,Unfurnished,North,1.0,Ready to Move,,False
7500000.0,1100.0,2.0,2,1,"Immadihalli, Whitefield",0.0,5.0,Semi Furnished,Unknown,11.0,Ready to Move,,False
7940000.000000001,1225.0,2.0,2,2,"Vyalikaval HBCS Layout, Nagavara",0.0,4.0,Semi Furnished,North,5.0,Ready to Move,,False
26000000.0,1525.0,3.0,3,1,"Sathya Sai Layout, Whitefield",7.0,17.0,Unfurnished,East,,Upcoming,2027-08-01,True
29000000.0,2027.0,3.0,3,1,"Budigere Cross, Bengaluru",34.0,40.0,Unfurnished,East,,Ready to Move,,False
18000000.0,1216.0,2.0,2,1,"Gunjur Village, Bengaluru",24.0,28.0,Semi Furnished,Unknown,5.0,Ready to Move,,False
8500000.0,1309.0,2.0,2,1,"Subramanyapura, Bengaluru",2.0,5.0,Semi Furnished,West,6.0,Ready to Move,,False
14500000.0,1796.0,3.0,3,1,"Sadanandanagar, Bennigana Halli",1.0,4.0,Fully Furnished,North,10.0,Ready to Move,,False
11900000.0,1250.0,3.0,2,1,"Parkway Homes, Rayasandra",4.0,14.0,Semi Furnished,East,8.0,Ready to Move,,False
19000000.0,1599.0,3.0,3,1,"V. Kallahalli, Bengaluru",23.0,27.0,Unfurnished,North,,Ready to Move,,False
7888000.0,1150.0,2.0,2,1,"Mathikere Extension, Mathikere",2.0,6.0,Semi Furnished,North,13.0,Ready to Move,,False
18900000.0,1600.0,3.0,3,1,"Pragathi Nagar, Electronic City",8.0,19.0,Unfurnished,East,,Upcoming,2027-08-12,True
44500000.0,2800.0,4.0,4,0,"Bileshivale, Bengaluru",19.0,32.0,Fully Furnished,North,,Upcoming,2026-09-20,True
23300000.0,1528.0,3.0,2,1,"Dommasandra, Bengaluru",12.0,34.0,Unfurnished,Unknown,,Ready to Move,,False
22799999.999999996,1218.0,2.0,2,1,"Anjanadri Layout, Konanakunte",22.0,31.0,Semi Furnished,East,7.0,Ready to Move,,False
32500000.0,1830.0,3.0,3,1,"Kariyammana Agrahara, Bellandur",7.0,13.0,Semi Furnished,East,13.0,Ready to Move,,False
16000000.0,1305.0,2.0,2,1,"Nallurhalli, Whitefield",1.0,14.0,Fully Furnished,East,9.0,Ready to Move,,False
7740000.000000001,691.0,1.0,1,1,"Varthur, Bengaluru",21.0,24.0,Unfurnished,East,,Ready to Move,,False
12500000.0,1119.0,2.0,2,1,"Hosahalli, Bengaluru",9.0,15.0,Semi Furnished,West,1.0,Ready to Move,,False
32000000.0,1980.0,3.0,3,1,"Sathya Sai Layout, Whitefield",21.0,28.0,Unfurnished,North,,Upcoming,2026-07-09,True
25500000.0,1587.0,3.0,3,1,"2nd Stage, Uttarahalli Hobli",6.0,23.0,Unfurnished,East,1.0,Ready to Move,,False
16000000.0,1084.0,2.0,2,1,"Anchepalya, Bengaluru",8.0,30.0,Semi Furnished,North,5.0,Ready to Move,,False
9700000.0,938.0,2.0,2,1,"Gummanahalli, Bengaluru",9.0,21.0,Unfurnished,East,,Ready to Move,,False
22500000.0,1645.0,3.0,3,1,"Green Glen Layout, Bellandur",3.0,9.0,Semi Furnished,East,19.0,Ready to Move,,False
7700000.0,850.0,2.0,2,1,"Phase I, Electronic City",7.0,9.0,Unfurnished,East,,Ready to Move,,False
13700000.000000002,1170.0,2.0,2,1,"Konadasapura, Bengaluru",14.0,17.0,Semi Furnished,East,7.0,Ready to Move,,False
17800000.0,1217.0,2.0,2,2,"Phase 1, Whitefield",7.0,18.0,Unfurnished,East,,Upcoming,2026-06-25,True
30099999.999999996,1587.0,3.0,3,1,"Sathya Sai Layout, Whitefield",10.0,17.0,Unfurnished,East,,Upcoming,2027-08-01,True
7550000.0,1100.0,2.0,2,1,"V S Reddy Colony, Kadugodi",2.0,5.0,Unfurnished,East,11.0,Ready to Move,,False
4800000.0,432.0,1.0,1,1,"Boovanahalli, Bengaluru",13.0,19.0,Semi Furnished,Unknown,1.0,Ready to Move,,False
7200000.0,1117.0,2.0,2,1,"V. Kallahalli, Bengaluru",3.0,4.0,Semi Furnished,North,4.0,Ready to Move,,False
22000000.0,1675.0,3.0,3,0,"Manjunatha Nagar, Bagalakunte",3.0,23.0,Unfurnished,East,,Ready to Move,,False
8500000.0,986.0,2.0,2,1,"Hulimavu, Bengaluru",1.0,12.0,Semi Furnished,South,8.0,Ready to Move,,False
24000000.0,1789.0,3.0,3,0,"Bommenahalli, Bengaluru",2.0,18.0,Unfurnished,East,,Ready to Move,,False
13000000.0,1750.0,3.0,3,2,"Banashankari, Bengaluru",1.0,3.0,Semi Furnished,East,12.0,Ready to Move,,False
33400000.0,2134.0,4.0,3,4,"Gunjur Village, Bengaluru",11.0,20.0,Semi Furnished,Unknown,6.0,Ready to Move,,False
11800000.0,1495.0,3.0,2,1,"III Stage, RR Nagar",4.0,5.0,Semi Furnished,East,11.0,Ready to Move,,False
27599999.999999996,2265.0,4.0,4,4,"Akshaya Vana, Akshayanagar",6.0,14.0,Unfurnished,West,,Ready to Move,,False
11700000.0,1325.0,2.0,2,1,"DNA Eden View, Whitefield",3.0,4.0,Semi Furnished,Unknown,6.0,Ready to Move,,False
19500000.0,2072.0,3.0,3,1,"Venugopal Reddy Layout, Arakere",2.0,8.0,Semi Furnished,North,5.0,Ready to Move,,False
6800000.0,1009.0,2.0,2,2,"Doddaballapura, Bengaluru",3.0,7.0,Unfurnished,Unknown,,Ready to Move,,False
13600000.000000002,1380.0,3.0,3,1,"Ali Estate, Yelahanka",,,Semi Furnished,North,1.0,Ready to Move,,False
25299999.999999996,1860.0,3.0,3,1,"Varthur, Bengaluru",11.0,30.0,Unfurnished,East,1.0,Ready to Move,,False
10700000.0,1330.0,2.0,2,1,"Varthur, Bengaluru",1.0,8.0,Unfurnished,East,,Ready to Move,,False
